0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,gender,label
-306.1663,88.93493,0.4655053,27.648125,-38.858025,-19.589466,-9.176829,-29.304108,-11.287229,-2.6237195,-2.0326576,-1.5154649,2.7238877,-7.4898596,-9.012171,-0.86742586,-9.614769,-6.484279,-8.212244,-9.267339,-8.537045,-7.2467036,-2.5288968,0.9481332,10.849526,11.4137125,10.285995,10.359921,-1.8835396,-1.4985014,0.8495682,0.5500831,6.2251472,1.5651479,-2.1880407,-0.54413015,0.13668628,1.0227628,-1.0245882,female,child
-330.43152,86.51172,-10.862547,23.816563,-35.556164,-7.6707354,-9.156644,-28.827955,-4.1594353,0.69474274,-5.343171,-1.9256996,2.8908935,-10.012239,-12.811757,-1.2364558,-7.4478555,-3.5013108,-8.408744,-5.609634,-8.069445,-4.7430787,-1.8839245,0.035078377,4.970893,3.783525,6.110805,2.796592,-1.727077,2.6240182,0.35633972,0.09528237,3.743223,-1.0783142,-1.7525771,-2.3053942,1.6135142,-0.32040772,-1.8584464,female,child
-286.25143,90.64488,-25.375204,9.445282,-37.237392,-23.418158,-11.4488125,-16.796286,-1.2421112,-4.5528507,-8.499776,1.4420431,5.340603,-9.590622,-7.0005865,-3.628493,-12.796299,-3.4178421,-3.1460712,1.123231,0.7716201,1.0265973,0.42418316,-2.965206,2.2864225,-2.0506048,-1.7169998,4.877762,1.70926,4.9919686,4.110527,0.26612023,1.4169186,0.47333792,-0.66250265,-1.4443583,-1.1549191,-0.9745526,0.70114994,female,child
-342.59714,68.39744,-11.871833,27.12355,-37.74915,-19.023563,-9.857499,-16.371477,-6.439194,-9.60075,-5.873449,-0.15882851,3.2799494,-8.80702,-11.092423,-0.50346386,-10.041111,-6.4982595,-8.977027,-5.0170813,-10.550435,-9.479716,-6.426177,6.2475734,19.114744,18.73835,17.614025,10.287088,-2.5017724,-4.3507295,-4.1463575,-0.7199357,-0.5072832,-3.6998932,-6.9760623,-2.3137932,0.29472685,-2.2871122,-2.9068148,female,child
-277.03485,94.19736,-18.880247,16.165613,-40.869793,-16.135786,-11.7620535,-20.84104,-6.821756,0.15952118,-2.7247999,-7.340402,3.5673707,-10.694342,-14.854152,-1.5053385,-13.520748,-8.516292,-5.2121067,-1.6872108,-7.9445267,0.33969194,-1.8751495,1.5406278,4.161304,0.34486803,2.667602,3.475444,-1.3400887,2.0683453,1.4626571,0.3212344,1.826649,4.097473,-2.3030994,-0.3736465,-0.18601933,-1.6114886,-0.70282364,female,child
-363.73114,83.814064,-20.532253,20.640223,-40.12716,-15.18645,-9.498291,-18.711983,0.58294123,-2.6176662,-2.9671261,1.6750791,6.64158,-11.785201,-11.005222,0.9855977,-13.409376,-4.491767,-5.342938,-1.9592456,-1.8907874,-0.54820335,2.9493515,-0.5273169,3.9695044,1.8996674,0.8843592,1.674984,-1.4540879,4.204676,2.7773824,2.430365,2.7991822,0.3013408,1.7380959,-0.6334611,-1.662917,-1.9979081,0.6812727,female,child
-346.4986,92.118286,-12.774651,41.268723,-30.020838,-13.373252,-4.8767147,-16.860453,-3.708636,-3.8933468,-6.5199075,4.3931494,2.4579234,-8.635839,-6.131556,2.6144485,-11.62071,-5.257922,-7.0784917,-3.2015386,-6.46384,-2.111225,-8.79175,-6.7486887,-3.918241,-1.5261418,3.6386182,9.722479,7.790894,7.1980224,5.034252,0.5814537,2.0939515,2.939017,-2.4891407,-0.6127386,-2.9025626,-3.7497568,-1.1109154,female,child
-384.79712,101.017296,-20.739525,28.78799,-29.68194,-23.413202,-11.714049,-20.93662,-5.7207975,2.1551895,-4.0509973,-1.9307097,5.710417,-8.906051,-8.84549,-4.560385,-13.826139,-5.7670403,-9.443914,-2.0948336,-2.2925506,-1.2210499,1.7108122,0.021366503,3.8170173,2.5927312,1.0798036,5.050195,2.0389342,3.9089434,4.824718,2.2209857,0.7369094,-1.1607833,-3.7413447,-1.628571,-2.9301221,-3.8635898,-0.9697254,female,child
-341.11282,85.91801,-10.547339,5.8125253,-35.497364,-14.419737,-16.179386,-28.737238,-3.7483764,1.8018,-8.549766,-1.9233505,5.376923,-13.006454,-11.775754,0.3141564,-6.6526456,-4.377872,-1.4677526,-1.8343362,-1.9350075,-1.1306899,-4.355093,-1.9854395,2.5462308,1.1009997,4.0947413,3.9136643,-0.80900174,1.2508727,3.9181583,3.5738213,7.991489,2.7511837,-4.152535,-0.5911763,-1.1968248,-0.3910935,0.7697689,female,child
-334.2474,69.77465,-11.506962,32.11168,-27.518278,-14.1632395,-4.6030164,-14.392614,-2.4581041,0.7727825,-3.0367384,-5.1137834,2.5939486,-2.5420098,-11.609739,0.5864247,-4.1385307,-5.367165,-4.7541747,-1.3500596,-6.2940965,-3.3638148,0.21701169,1.9929878,5.1574206,4.174083,7.659428,7.2323747,2.5712492,2.969467,3.500545,2.0598583,-0.56128114,0.114927866,-3.2334588,-1.1406492,-0.60074836,-3.5969293,-4.074974,female,child
