0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,gender,label
-371.8281,108.49565,11.329577,22.44444,22.374722,5.689639,-5.820382,-1.952239,-16.463146,6.061418,-6.4415674,2.9539568,-11.599416,4.0575523,-3.8680348,-2.4944367,-5.620787,-1.2524177,-7.983783,2.208748,-7.6231804,-0.9136282,-5.0008454,-2.5140824,-5.400635,-2.1928327,-5.090232,-3.1133785,-4.668478,-0.18462315,-2.05755,-2.3832722,-1.0471495,-5.1130095,-3.6501167,-3.0925906,-1.9557765,-4.4050603,-4.5809903,male,adult
-399.31082,112.92151,6.9191723,21.663918,18.155872,7.181758,-1.5186312,0.5818321,-18.784006,3.9096777,-5.0960946,6.3219323,-8.460127,1.8406266,-3.6655757,-1.8221083,-7.9661913,0.75092405,-8.419698,-1.4855204,-6.5453577,0.77504396,-6.8507776,0.34407946,-7.2802496,-2.7403183,-6.8763156,-3.6295412,-4.2967267,-0.94646335,-0.52991635,-1.8379003,-0.7989098,-4.694558,-4.4644465,-1.8930849,-2.9125097,-4.858458,-4.174491,male,adult
-367.6798,100.84446,0.92003137,23.759985,9.670633,1.5390282,-6.678311,-0.6321586,-19.383781,8.79991,-5.6222005,4.1090283,-9.3264885,4.1513944,-3.0301728,-0.19491327,-9.854839,0.5522429,-9.044473,0.2645455,-8.420438,0.29194167,-4.487294,-3.22505,-3.713073,-1.404217,-6.0337715,-2.1316636,-4.6233096,1.9076668,-1.6888372,-2.202147,-0.53766745,-3.8444018,-2.8218956,-2.0865114,-2.6102746,-4.0898438,-5.701215,male,adult
-355.13303,101.86148,0.23718838,32.159462,22.914465,3.9063547,-5.8715334,-1.2979258,-20.633438,7.0273585,-6.6801014,3.8553843,-10.342898,3.5198874,-4.711739,0.07174438,-8.950966,1.7750585,-9.945843,2.3269699,-7.6174574,1.1745661,-4.35224,-4.4386063,-5.3517995,-0.23877162,-6.7601233,-2.0841281,-5.2009945,1.061948,-3.3416476,-1.72535,-0.6432978,-3.4702327,-2.8561766,-2.05714,-1.870503,-4.755356,-4.600479,male,adult
-425.16406,129.03656,0.18682791,16.686668,23.938263,10.088806,-2.028934,-2.9770768,-19.282,3.6214752,-1.4914898,3.5702899,-12.726078,3.0382454,-0.32157162,-2.7438283,-6.488153,0.64556324,-6.5083675,-0.010882908,-5.8736067,2.789011,-5.3628435,-1.7264044,-4.1844215,-1.7916076,-5.912633,-0.4300311,-4.773518,0.21541776,0.48443028,-3.4258265,0.47676334,-4.4161396,-2.7205653,-2.0729516,-1.341345,-5.566973,-4.696309,male,adult
-379.24432,129.33488,13.495107,24.693823,15.343932,-1.0080316,-1.7515676,4.0562377,-13.312941,2.3977363,-6.6834545,4.331708,-9.915426,-2.006953,-7.1515355,-3.531754,-7.0061417,-0.5204458,-5.7298703,-0.60925835,-5.8191247,-0.01745396,-4.145236,-3.78715,-3.5691373,-1.1446447,-5.855699,-2.5964353,-3.476739,-1.49995,0.07293859,-3.9446568,-1.5207301,-3.212043,-3.9432333,-3.681322,-0.88320494,-5.16446,-3.8586154,male,adult
-374.444,93.88559,5.4492903,39.22962,8.899791,2.111817,-1.188581,-3.8357964,-11.508988,2.782245,-6.367699,2.6582558,-11.712445,1.5948069,-5.2471547,-1.1979599,-8.856113,-0.76780224,-5.807225,3.1812878,-8.015791,1.1439539,-2.5117426,-3.6787217,-6.323223,-0.04323869,-5.303147,-3.6344302,-4.1037006,1.0644324,-2.4452493,-3.875293,0.4336745,-3.7427905,-3.131805,-2.698462,-2.6573877,-3.3954923,-4.2052035,male,adult
-360.9073,109.10069,1.3605611,29.44782,20.069317,2.207615,-2.3164058,-0.34454688,-18.205936,7.1365967,-6.7209344,5.8372483,-12.279632,1.5260713,-7.0493364,-1.2070816,-7.206061,1.4549911,-9.249021,2.8795516,-8.124102,0.79847825,-4.3344355,-2.1277587,-6.4034944,-1.8248428,-3.8960214,-3.8026204,-3.2888656,0.43617153,-1.431081,-3.9269829,-0.9137554,-3.453952,-2.581821,-3.9647415,-1.9641578,-5.269677,-3.3435836,male,adult
-351.1665,106.821686,6.680924,28.903269,7.8735704,-4.5709004,-6.0731764,0.98509985,-12.651559,7.230247,-8.275895,7.889294,-9.136604,0.44111514,-5.3050537,-1.0522344,-8.689021,0.67377657,-8.951059,1.7439826,-8.588713,1.2168732,-3.3461819,-2.8908267,-5.9352283,0.562785,-5.69243,-3.0363243,-4.0458856,-0.013785419,-1.2649609,-3.95122,-0.9530649,-4.5601273,-2.7924013,-3.7388203,-2.932106,-3.5478885,-5.0330343,male,adult
-356.30692,106.594864,-0.947907,37.176422,20.132782,2.8596869,-6.1262116,5.3818693,-16.056152,8.037373,-10.299434,4.4893875,-8.683424,-1.2039243,-6.555956,-1.7944266,-8.28112,-0.04678293,-7.0455503,2.3246646,-7.3326163,0.8707985,-3.7460966,-3.2276583,-4.6150417,-0.119520575,-4.972269,-2.990664,-2.378223,0.6033084,-0.5212118,-3.7108624,0.5502164,-4.2037272,-3.374604,-3.2634084,-3.6389601,-3.9348123,-4.34269,male,adult
-345.8021,103.83537,-1.830867,29.626726,19.210123,-2.6516225,-1.1947032,3.9628625,-15.337061,7.8284,-8.897457,9.479752,-11.918487,3.274962,-6.36198,-1.7274654,-7.468014,-1.0310613,-8.759947,5.76614,-9.868483,1.5914282,-3.9820352,-2.782248,-4.786384,-0.75660825,-3.9617043,-3.4525914,-2.6908119,1.3861005,-3.1876864,-3.6686885,-0.9552499,-4.8828173,-2.545706,-3.3556027,-1.3447644,-4.785288,-3.3599226,male,adult
-377.48807,113.47618,2.4849126,32.730442,20.652668,4.854417,-0.9973396,-2.393566,-11.672918,6.359696,-4.931007,3.8236918,-11.148065,0.07729752,-6.86455,-3.8335025,-8.065373,0.4646898,-6.125454,5.1906576,-8.368768,0.42244318,-5.2644196,-3.5659719,-3.9043891,-2.5197418,-4.469945,-3.5797684,-4.026368,0.9334113,-2.8031998,-2.304941,-0.87543124,-5.1140494,-2.721345,-3.838041,-1.9824424,-4.528551,-3.95357,male,adult
-385.72562,112.2073,4.240452,20.682693,12.9664,-0.42047638,-2.4205618,-0.7412282,-11.857167,3.9175541,-4.3427258,6.2512064,-8.127072,0.7164064,-5.4939423,-1.9337946,-7.9282765,0.74680454,-7.0961037,0.53313637,-6.3521595,-1.851646,-3.5949411,-3.8754988,-4.9614005,-1.4165847,-5.526978,-3.3455474,-4.140651,0.0028846238,-0.33863124,-3.1469605,-1.3889837,-3.3970559,-4.3951106,-3.8879058,-2.8996522,-5.2990456,-4.3245125,male,adult
-383.25876,123.29799,6.068516,20.21212,11.238719,0.6608095,-2.7565062,-2.426363,-9.274749,1.8052661,-4.283166,6.178729,-10.210408,1.9237847,-4.242604,-0.5515406,-7.9857645,2.4502137,-8.148921,2.67215,-6.95988,-0.44812196,-4.040088,-2.5853333,-5.0391126,-0.28593555,-5.732828,-2.2096853,-4.949385,1.0063105,-1.4005482,-3.3486419,-0.2982449,-5.108331,-2.5840082,-3.9976487,-2.1638389,-4.845683,-4.361959,male,adult
-343.67227,105.16179,3.3988173,28.666655,11.267453,1.5047884,-3.883045,-0.16860454,-11.002294,4.642712,-5.6965985,8.384621,-9.745058,0.26368582,-6.6978416,0.16748576,-9.772709,1.8642508,-10.624436,5.6248317,-10.927291,1.113928,-4.543491,-2.7354746,-7.06511,0.9591297,-6.837411,-1.3600036,-5.134851,1.9805865,-2.5336323,-3.3241572,0.36195368,-3.960388,-3.5603561,-3.5368583,-2.7895412,-3.8143024,-4.142191,male,adult
-424.682,113.28782,11.332509,12.325286,16.58214,-0.19373041,-5.804689,0.87604326,-7.7543244,4.444525,-2.125102,3.9492772,-7.6802382,-2.6209836,-4.544013,-3.006093,-10.019848,-1.5270032,-6.904988,1.6150435,-5.5736694,0.008584429,-4.6361175,-2.9009259,-3.84824,-0.9851222,-4.3385973,-3.838877,-4.0362787,0.7449097,-1.4875151,0.22744958,-1.3766865,-3.0331395,-3.8695374,-4.611994,-1.9356371,-5.772313,-4.412553,male,adult
-388.68784,118.60849,9.62153,28.411991,13.438778,2.0467298,0.4126175,-1.9336274,-12.260216,3.767645,-4.56533,6.3410883,-10.422412,-1.0223538,-3.5136838,-3.6644785,-9.347163,0.10302858,-7.9290175,2.3539243,-9.091605,-0.388969,-4.2887473,-4.2835593,-3.722408,-0.24462046,-5.6515584,-3.850902,-2.4163132,1.5207579,-1.935078,-3.585126,0.18267371,-4.834979,-3.438417,-3.2689545,-2.5914352,-4.7437353,-4.887377,male,adult
-367.32455,110.784386,7.1626444,20.088335,7.5967865,0.46151733,-0.36927038,1.4187475,-14.710911,2.0200317,-4.402517,8.390658,-11.13347,1.2784318,-5.714512,-3.6531208,-8.942606,-0.8980836,-7.93301,1.8500403,-6.370032,-1.4520713,-5.2776117,-2.9129975,-4.643395,-0.86669743,-5.1714716,-4.0217977,-4.1256776,0.26893297,-0.6343462,-3.603178,-0.13488398,-3.6440454,-3.7676554,-4.9700193,-2.6599116,-4.0569105,-4.400328,male,adult
-378.98767,118.042656,9.017449,17.652523,13.220263,3.7841015,-0.527771,0.98716795,-10.965302,1.0714902,-5.8677783,9.538477,-9.801746,0.9696497,-4.596756,-4.331748,-6.981037,-0.51042944,-8.225563,2.2666564,-5.286323,-2.3914297,-2.2156394,-4.821747,-3.6425207,-1.5164331,-6.9427824,-2.1568263,-3.842867,1.3389939,0.63830054,-3.5687451,0.6839033,-3.1553943,-3.0989156,-3.5484278,-1.9481021,-4.189932,-4.57196,male,adult
-397.60416,106.62894,10.05745,14.222878,13.501317,6.3979797,-3.7657158,-2.414526,-10.673606,0.9204953,-4.301594,4.7940583,-8.722408,-1.591045,-5.0980587,-2.603391,-5.664237,-0.7608853,-8.815992,1.3955342,-4.540354,-1.9338846,-3.1771886,-2.6226506,-4.245602,-2.0385294,-5.1680784,-3.2950013,-2.902233,-0.5832741,-1.0467452,-2.6886463,-1.2194883,-2.901006,-2.7639682,-3.529807,-3.0045133,-4.6388116,-3.6753864,male,adult
-402.8667,90.131676,4.05177,29.499456,11.393861,3.9948447,-3.4412982,0.4311408,-10.82367,0.30212057,-4.014741,3.705105,-9.751543,-1.1917973,-4.6589074,-1.5838475,-7.5044465,1.5748872,-7.2179236,1.3330126,-7.01281,1.1847095,-4.962107,-2.8321173,-5.136961,-1.6675634,-4.621844,-4.174142,-3.468529,-0.056497946,-0.69129145,-3.0215337,-0.28858593,-3.255243,-3.2135704,-3.6082675,-2.394217,-5.682537,-4.7548714,male,adult
-354.24564,113.08529,3.8475788,33.57636,16.553484,0.07879523,-2.9747837,1.5721503,-17.359241,7.0612526,-6.3738456,5.7172556,-10.770277,-0.8868491,-3.633694,-1.2300861,-9.2703705,-0.6728447,-8.183753,1.1716413,-8.075781,-2.1266656,-4.9049554,-5.3776145,-5.2524443,-1.6143169,-5.392894,-4.7532816,-3.2570148,1.197986,-1.9653655,-4.538751,0.5170625,-4.9633207,-2.9276006,-3.4149642,-2.4797387,-4.59278,-4.2535496,male,adult
-386.17203,114.382935,13.955158,17.390781,8.402422,4.4305005,3.3362565,-3.4122272,-12.066799,2.2741523,-4.4572,6.0016513,-9.486434,-1.2040339,-5.021635,-0.9269336,-9.381336,-0.18779334,-9.487096,-0.42490858,-5.800554,-2.152472,-5.4460583,-2.2956917,-5.7930417,-2.3556995,-5.4789276,-4.4875937,-2.847835,-0.71213603,-1.6078589,-3.9952676,-1.3914965,-3.5404053,-2.7101603,-5.426706,-3.146905,-5.1189218,-4.595704,male,adult
-433.03888,132.3586,9.738353,12.871793,9.14413,-0.08684513,2.614186,0.8565733,-12.125146,3.7703724,-5.106191,6.9952707,-7.651417,-3.0278592,-4.656592,-1.2438221,-8.706705,1.6305494,-8.105621,0.300628,-3.7730412,-1.6216223,-5.1834736,-1.3670509,-3.1737847,-2.8291492,-3.6586146,-4.220334,-4.0629807,0.8328289,-0.88816684,-3.34726,-1.429369,-4.453919,-3.05911,-3.971109,-1.7445538,-5.421283,-3.7255528,male,adult
-418.65033,109.17292,3.516922,28.430267,13.628054,-1.1543571,0.0881098,-1.6575344,-13.317174,4.3144484,-6.9917645,6.576688,-10.667836,-2.0003471,-4.0981927,-2.617431,-8.453814,2.3398716,-8.904472,1.5461394,-7.6022806,1.3615907,-3.7837775,-2.7996254,-3.4734185,-0.8434278,-5.940471,-2.7602623,-4.30745,0.4233534,-1.3054801,-2.9696944,-1.6752374,-3.8607278,-3.3086073,-4.131513,-2.6172295,-4.6582904,-4.601931,male,adult
-419.36462,119.559685,5.556712,29.128317,15.461864,-4.3161693,-3.0882988,2.3451524,-13.853286,6.0926957,-9.053307,6.8484874,-8.583274,0.43962845,-6.54546,-2.7647257,-8.58954,-0.03347065,-6.6841655,2.0773273,-5.954566,-0.5678728,-4.315317,-3.9174316,-5.1378407,-0.7734125,-5.848538,-2.050571,-4.0059094,-0.18514045,-1.2234997,-2.346356,-0.1877478,-5.4241185,-2.4752872,-4.7550406,-2.677801,-4.6072183,-4.7577105,male,adult
-382.65958,117.17392,2.485464,30.65269,7.1305227,1.3791932,4.781777,-2.506811,-13.03367,3.9763637,-6.1874156,6.1519074,-11.192731,0.5329878,-8.350124,1.0341218,-8.003124,1.387444,-8.546013,1.9765972,-7.0426626,0.375266,-4.205598,-2.4677763,-5.123358,-0.28469023,-5.710576,-2.7183173,-3.3033803,0.7478031,-1.5438876,-3.2510817,-1.5664208,-4.338414,-2.6445773,-3.7943342,-2.819453,-4.6889677,-4.1036563,male,adult
-385.43594,116.88752,4.833611,18.421816,13.78842,1.8396957,-1.6699821,-1.6355289,-15.586904,6.6951222,-6.234161,8.756528,-14.549139,6.0633326,-8.031466,0.6212177,-6.1571217,-0.26653385,-8.075351,1.985474,-7.039748,-0.8915049,-2.5755816,-3.6116881,-5.088216,-1.3960984,-5.386538,-2.6919873,-4.9658356,2.122545,-1.8082187,-3.2452283,0.17407095,-4.024614,-3.0629864,-3.945639,-2.396391,-5.0869274,-4.5540805,male,adult
-388.89664,100.70031,13.068614,22.040653,8.848819,0.68427557,-4.824115,5.180023,-16.898964,7.588519,-6.9466815,6.827428,-9.983733,1.3356359,-9.889064,1.7266587,-7.655802,0.4232804,-7.50916,2.410245,-5.6325297,-1.4472616,-2.4409637,-3.6228087,-4.1663613,-0.18012196,-7.257859,-1.2933878,-4.0575085,0.017583461,-0.36483714,-2.8541584,-0.9780005,-2.7874398,-3.4787781,-3.237769,-2.4800956,-4.4838705,-5.056316,male,adult
-392.87967,113.14297,7.0988703,18.746872,9.739293,2.3805277,-0.812647,-0.41939244,-10.81639,5.705539,-5.3028755,7.306859,-9.384814,2.2175164,-7.5965753,1.3494256,-7.8125997,-0.24950524,-8.0030575,2.564206,-6.3244615,-1.6972843,-1.9843937,-3.1207712,-5.0594764,-1.4094203,-5.683739,-3.9738836,-4.3974624,0.9913918,-2.295553,-2.5150683,-1.3211502,-4.123172,-2.4387712,-4.6120257,-2.246046,-5.4450183,-4.7088757,male,adult
-392.5337,101.58974,6.4719205,29.716166,14.457696,1.6196775,-2.7338006,1.9182228,-14.031664,4.029832,-7.4533195,4.4112363,-9.908899,0.602784,-6.5325556,-0.5586959,-8.2085085,0.89073634,-7.52046,1.150866,-5.342593,-0.909863,-1.5276992,-4.498301,-4.3588867,-1.8369945,-5.7650347,-4.232073,-3.977822,0.78069097,-1.3521795,-2.670369,0.32037753,-4.9851537,-1.9990338,-3.515589,-2.3056312,-4.1837435,-4.2797537,male,adult
-409.14224,104.762665,8.409903,23.298635,15.224353,-0.04554423,-6.148407,2.5645914,-11.990765,5.9542994,-6.5511065,3.786926,-7.3629527,0.8361871,-6.824197,-3.267946,-6.7690754,0.026016163,-8.074647,3.589894,-6.045332,2.1779053,-4.2092223,-3.0398598,-2.9333525,-0.87615466,-5.4842606,-3.071008,-3.1532948,0.23875654,-0.695573,-1.9885734,-0.4381327,-5.455728,-1.7112434,-4.0598354,-2.0669377,-4.1298776,-4.988243,male,adult
